Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
123,6.0,0.9269,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['sekrg', 'lindung', 'wabah', 'naik', 'gaji', 're', 'alokasi', 'dana', 'respon', 'covid', 'number']"
124,3.0,0.9763,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['bayar', 'kereta', 'payah', 'kaunter', 'musim', 'allcaps', 'covid', 'allcaps', 'number', 'elakkn', 'cash', 'aplikasi', 'allcaps', 'setel', 'allcaps', 'kereta', 'allcaps', 'sahaja', 'allcaps', 'gunakn', 'setel', 'pam', 'minyak', 'setel', 'nikmat', 'rm', 'allcaps', 'allcaps', 'slps', 'beli', 'petrol', 'rm', 'kod', 'rujuk', 'download', 'setel']"
125,2.0,0.9204,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['musim', 'sakit', 'agak', 'all', 'hantu', 'jin', 'momok', 'kena', 'covid', 'number']"
126,5.0,0.9602,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['number', 'langkah', 'ambil', 'perintah', 'atas', 'dampak', 'covid', 'number', 'ekonomi', 'indonesia', 'jaga', 'konsumsi', 'rumah', 'tangga', 'miskin', 'program', 'coverage', 'dampak', 'langsung', 'covid', 'number']"
127,5.0,0.9602,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['mendikbud', 'nadiem', 'makarim', 'ambil', 'putus', 'kait', 'cair', 'dana', 'allcaps', 'kip', 'allcaps', 'kartu', 'indonesia', 'pintar', 'pandemi', 'virus', 'corona', 'allcaps', 'covid', 'allcaps', 'number']"
128,0.0,0.9027,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['kadar', 'mati', 'allcaps', 'covid', 'allcaps', 'number', 'malaysia', 'rendah']"
129,6.0,0.854,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['pecah', 'telor', 'sarjana', 'covid', 'number']"
130,3.0,0.9326,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['info', 'gang', 'belah', 'rumah', 'lumajang', 'positif', 'covid', 'number', 'moga', 'keluarga', 'sana', 'aman']"
131,3.0,0.9513,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['darurat', 'militer', 'perintah', 'bias', 'wajib', 'rakyat', 'serdadu', 'darurat', 'wabah', 'covid', 'number', 'sehat', 'wajib', 'konglomerat', 'keluar', 'harta', 'penting']"
132,2.0,0.8749,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['anis', 'main', 'tiktok', 'syukur', 'kena', 'covid']"
133,1.0,0.9326,"allcaps, covid, number, tenaga_medis, iya, cegah, repeated, sebar, moga, medis","['sbnarnya', 'kaget', 'suruh', 'tinggal', 'rumah', 'biasa', 'social', 'distancing', 'mati', 'masyarakat', 'covid', 'bodoh']"
134,5.0,0.7671,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['badan', 'allcaps', 'pom', 'allcaps', 'luncur', 'informatorium', 'obat', 'allcaps', 'covid', 'allcaps', 'number', 'sama', 'allcaps', 'fgd', 'allcaps', 'online', 'tanggulang', 'allcaps', 'covid', 'allcaps', 'number', 'informatorium', 'isi', 'informasi', 'kait', 'kembang', 'obat', 'allcaps', 'covid', 'allcaps', 'number', 'dunia', 'tata']"
135,0.0,0.9485,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['revisi', 'tambah', 'positif', 'pasien', 'covid', 'number', 'gejala', 'sakit', 'parah', 'kritis', 'butuh', 'pulih', 'klinis', 'number', 'number', 'minggu']"
136,6.0,0.9539,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['syafakallah', 'repeated', 'moga', 'allah', 'sembuh', 'tun', 'muzamal', 'widan', 'drp', 'wabak', 'covid', 'number', 'sihat', 'repeated', 'moga', 'iya', 'rabbal', 'alamiin']"
137,4.0,0.7233,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['tunggu', 'orang', 'pintar', 'temu', 'obat', 'mari', 'waspada', 'panik', 'fakta', 'angka', 'mati', 'number', 'rendah', 'allcaps', 'tbc', 'allcaps', 'repeated', 'allcaps', 'covid', 'allcaps', 'number', 'seram']"
138,4.0,0.9027,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['allcaps', 'psbb', 'allcaps', 'versus', 'allcaps', 'covid', 'allcaps', 'number']"
139,5.0,0.9635,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['rumah', 'jaga', 'sehat', 'dukung', 'perintah', 'rang', 'covid', 'number', 'rumah', 'aja', 'oleh', 'investasi', 'untung', 'banyakk', 'repeated', 'dukung', 'legalitas', 'aman', 'konsep', 'hotel', 'kelas', 'repeated', 'perputasan']"
140,4.0,0.9484,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['allcaps', 'meditation', 'to', 'fight', 'covid', 'allcaps', 'number', 'meditasi', 'manfaat', 'pikir', 'tubuh', 'satu', 'harmonis', 'hidup', 'cinta', 'ubah']"
141,4.0,0.927,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['mutlak', 'iya', 'beliau', 'lupa', 'cytokine', 'storm', 'pasien', 'allcaps', 'covid', 'allcaps', 'number']"
142,4.0,0.927,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['hrap', 'rt', 'nak', 'warna', 'hijau', 'nak', 'bawak', 'kerja', 'merempit', 'musim', 'covid']"
143,2.0,0.9027,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['salam', 'sapa', 'salam', 'salam', 'pqah', 'musim', 'covid', 'adoilah']"
144,5.0,0.9635,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['bentuk', 'dukung', 'tim', 'medis', 'juang', 'hadap', 'rawat', 'pasien', 'covid', 'number', 'allcaps', 'fpi', 'allcaps', 'salur', 'bantu', 'allcaps', 'apd', 'allcaps', 'makan', 'minum', 'nutrisi', 'tim', 'medis']"
145,5.0,0.9026,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['moga', 'wabah', 'covid', 'number', 'lebaran', 'mudik', 'kumpul', 'keluarga']"
146,6.0,0.781,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['teliti', 'covid', 'number']"
147,0.0,0.9649,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['tulis', 'number', 'minggu', 'br', 'dipublish', 'number', 'nulis', 'konser', 'virtual', 'pandemi', 'covid', 'number', 'jg', 'siap', 'era', 'seru', 'malam', 'lihat', 'postingan', 'jrx', 'ig', 'hubung', 'konspirasi', 'covid']"
148,4.0,0.9619,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['allcaps', 'pkp', 'allcaps', 'orang', 'nak', 'rugi', 'nya', 'nak', 'dapat', 'duit', 'kena', 'la', 'selagi', 'selesai', 'kes', 'covid', 'number', 'selamat', 'pergi', 'kerja', 'rugi', 'sesal']"
149,5.0,0.9663,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['allhumma', 'inn', 'dzu', 'bika', 'mal', 'barashi', 'wal', 'jun', 'bni', 'wal', 'judzmi', 'wa', 'sayy', 'moga', 'wabah', 'covid', 'number', 'moga', 'sehat', 'selamat', 'bahagia', 'dunia', 'akhirat', 'repeated', 'moga']"
150,3.0,0.9326,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['ketua', 'wantim', 'allcaps', 'mui', 'allcaps', 'tolak', 'alih', 'dana', 'haji', 'tangan', 'covid', 'number']"
151,0.0,0.9539,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['number', 'suruh', 'covid', 'number', 'pergi', 'number', 'abai', 'rumah', 'keluarga', 'sibuk', 'rumah', 'bukan', 'covid', 'number', 'didik', 'tinggal', 'rumah', 'keluarga']"
152,3.0,0.9026,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['kasihan', 'korban', 'covid', 'number', 'mohon', 'warga', 'video', 'number']"
153,1.0,0.8247,"allcaps, covid, number, tenaga_medis, iya, cegah, repeated, sebar, moga, medis","['covid', 'allcaps', 'hiv', 'allcaps']"
154,3.0,0.9452,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['pandemi', 'allcaps', 'covid', 'allcaps', 'number', 'ketua', 'komisi', 'fatwa', 'allcaps', 'mui', 'allcaps', 'banten', 'himbau', 'masyarakat', 'daerah']"
155,6.0,0.927,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['update', 'date', 'infografis', 'covid', 'number', 'number', 'positif', 'number', 'sembuh', 'number', 'tinggal']"
156,5.0,0.9026,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['pasien', 'covid', 'number', 'kabupaten', 'serang', 'deteksi', 'pulang', 'jakarta']"
157,3.0,0.9742,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['time', 'musim', 'allcaps', 'pkp', 'allcaps', 'runner', 'jual', 'dadah', 'ek', 'beli', 'dadah', 'jenis', 'otak', 'kat', 'tah', 'time', 'allcaps', 'pkp', 'allcaps', 'nak', 'doa', 'covid', 'number', 'pulih', 'cepat', 'orang', 'hisap', 'dadah', 'mati', 'cepat', 'eh', 'marah', 'plak']"
158,3.0,0.9027,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['allah', 'bersih', 'bumi', 'polusi', 'kendara', 'iya', 'covid', 'number']"
159,5.0,0.9027,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['teknis', 'rs', 'klaim', 'biaya', 'awat', 'pasien', 'covid', 'number']"
160,4.0,0.9562,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['tolak', 'warga', 'jenazah', 'awat', 'tangan', 'allcaps', 'covid', 'allcaps', 'number', 'allcaps', 'rsup', 'allcaps', 'kariadi', 'semarang', 'lokasi', 'suwakul', 'ungar', 'video', 'number']"
161,4.0,0.9203,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['wagub', 'sumbar', 'data', 'terima', 'bantu', 'korban', 'covid', 'number', 'duplikasi', 'detail']"
162,4.0,0.9708,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['selamat', 'pagi', 'kak', 'siti', 'mina', 'informasi', 'plasa', 'telkom', 'depok', 'jl', 'arif', 'rahman', 'hakim', 'no', 'number', 'depok', 'tutup', 'batas', 'tentu', 'ikut', 'anjur', 'perintah', 'kait', 'waspada', 'covid', 'number', 'informasi', 'perlu', 'kak']"
163,1.0,0.9026,"allcaps, covid, number, tenaga_medis, iya, cegah, repeated, sebar, moga, medis","['doa', 'kiai', 'bawa', 'spirit', 'pandemi', 'covid', 'number', 'via']"
164,0.0,0.8905,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['pandemi', 'covid', 'number', 'number', 'number', 'number', 'mati']"
165,2.0,0.9027,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['pusing', 'julz', 'rumah', 'ramai', 'covid', 'ramai', 'fwb', 'ngotak']"
166,5.0,0.8905,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['moga', 'wabah', 'covid', 'number', 'indonesia', 'moga', 'serius']"
167,7.0,0.9698,"covid, repeated, number, allcaps, positif, cari, kiamat, orang, perintah, manusia","['ketua', 'mutusin', 'potong', 'gaji', 'anggota', 'dpr', 'depan', 'biaya', 'tanggulang', 'wabah', 'covid', 'number', 'repeated', 'galang', 'satgas', 'covid', 'number', 'cari', 'dana', 'repeated', 'mati', 'kaya', 'lo', 'lo', 'bawa', 'liang', 'lahat', 'repeated']"
168,3.0,0.9204,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['presiden', 'cekat', 'hadap', 'pandemi', 'covid', 'number', 'sekalib', 'sekalic', 'benard', 'semuah']"
169,6.0,0.9027,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['biar', 'hukum', 'brjalan', 'ayo', 'fokus', 'lawan', 'covid', 'number']"
170,3.0,0.9124,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['pasca', 'pandemi', 'covid', 'number', 'orang', 'gila', 'nambah', 'nggak', 'repeated']"
171,4.0,0.854,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['sbenarnya', 'baik', 'covid', 'laku', 'repeated']"
172,5.0,0.8905,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['tinggal', 'nya', 'rawan', 'covid', 'kalah', 'tenar', 'glen']"
173,4.0,0.9687,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['legislatif', 'sosialisasi', 'bahaya', 'corona', 'sawah', 'wakil', 'rakyat', 'allcaps', 'dprd', 'allcaps', 'kabupaten', 'kotabaru', 'kalimantan', 'selatan', 'gencar', 'sosialisasi', 'masyarakat', 'antisipasi', 'bahaya', 'sebar', 'virus', 'allcaps', 'covid', 'allcaps', 'number', 'wilayah', 'kota']"
174,0.0,0.9781,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['rs', 'darurat', 'wisma', 'atlet', 'mayor', 'rawat', 'number', 'pasien', 'rumah', 'sakit', 'darurat', 'allcaps', 'covid', 'allcaps', 'number', 'wisma', 'atlet', 'mayor', 'jakarta', 'kamis', 'number', 'maret', 'number', 'rawat', 'number', 'pasien', 'rawat', 'inap', 'number', 'pria', 'number', 'perempuan', 'kasdam', 'jaya', 'brigjen', 'allcaps', 'tni', 'allcaps', 'saleh']"
175,0.0,0.9124,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['wabah', 'covid', 'number', 'rebak', 'rajin', 'masker', 'badung', 'panen', 'order']"
176,5.0,0.9583,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['number', 'dampak', 'covid', 'number', 'kerjasama', 'internasional', 'kapasitas', 'awat', 'sehat', 'integrasi', 'bijak', 'bidang', 'sehat', 'ekonomi', 'makro', 'kerja', 'internasional', 'mitra', 'lintas', 'batas']"
177,5.0,0.9687,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['allcaps', 'dpc', 'allcaps', 'demokrat', 'malu', 'bagi', 'masker', 'pasar', 'baya', 'kota', 'masohi', 'mini', 'market', 'hoky', 'namaelo', 'lanjut', 'giat', 'kader', 'turun', 'langsung', 'masyarakat', 'ketua', 'allcaps', 'dpc', 'allcaps', 'samuel', 'thiemailattu']"
